valid;pid;ppn;costs;isbdcount;matchcount;matchrate;avgcosts;goodorder4
1;1551;19420426X;0.662065804;15;17;1.1333333333333333;2.4594484625726536;0.6748017744222761
0;1551;142964212;;46;26;0.5652173913043478;2.8826375094097396;0.45288664931361905
1;1563;19420622X;1.39855373;17;21;1.2352941176470589;2.4813614771367973;0.6755341487867945
0;1563;230217966;;16;21;1.3125;2.9981803377705685;0.4786986310469225
1;1571;194213730;0.964209139;33;40;1.2121212121212122;2.49394016763143;0.7118846089229882
0;1571;306454777;;40;36;0.9;2.634349237297636;0.6251741692785874
1;1573;146992318;1.34738326;58;48;0.8275862068965517;2.6457237270668954;0.6120473309445044
0;1573;270525637;;61;45;0.7377049180327869;2.828409115735449;0.5779409754939182
1;1586;19430910X;0.796372116;17;26;1.5294117647058822;1.730807378410113;0.7625188775124361
0;1586;346878888;;35;20;0.5714285714285714;2.938907245169884;0.5514922170761686
1;1607;194354377;1.12621915;41;57;1.3902439024390243;2.542183809110322;0.7018831712155503
0;1607;237032767;;29;35;1.206896551724138;2.723411711582719;0.5406398398719492
1;1651;194369145;1.77343881;14;17;1.2142857142857142;1.4571090407123388;0.9006274587807828
0;1651;147568102;;68;13;0.19117647058823528;2.778496343815436;0.5058095398569616
1;1654;151376131;0.982242703;72;72;1.0;1.6749911289119517;0.7834575503830916
0;1654;14765078X;;80;56;0.7;2.392274673063503;0.5322404273008164
1;1663;194458482;0.739456236;22;31;1.4090909090909092;1.53636345748841;0.8964790037792844
0;1663;14460065X;;20;19;0.95;2.8083698698066684;0.5391339838812012
1;1671;194468402;0.205717415;140;109;0.7785714285714286;2.3790270351530283;0.6539572429892299
0;1671;225663457;;14;5;0.35714285714285715;2.570812643502616;0.4032599288945041
1;1743;194476936;1.12930036;23;36;1.565217391304348;1.8979074089085586;0.8362746370452914
0;1743;319279340;;71;22;0.30985915492957744;2.372404922458373;0.4239254713628751
1;1744;194482510;1.45614147;12;18;1.5;1.5511549297831824;0.8703162357943212
0;1744;268345236;;28;11;0.39285714285714285;2.783449024763065;0.6038689688434816
1;1746;194483142;1.73027921;18;31;1.7222222222222223;1.864144275875908;0.8509452175347209
0;1746;151755248;;31;5;0.16129032258064516;3.22701168546255;0.36366165756685287
1;1756;194487032;0.542420566;76;55;0.7236842105263158;2.653876841588888;0.6359321867836716
0;1756;239418026;;17;9;0.5294117647058824;3.106400393406497;0.5684990333794456
1;1759;194487202;1.37710333;12;14;1.1666666666666667;0.8729797207535963;0.9133420335307917
0;1759;187222649;;20;7;0.35;3.0084223215113117;0.4920472499959213
1;1760;142110663;1.85791647;14;11;0.7857142857142857;1.7436191706682542;0.5860446458494625
0;1760;235351881;;19;9;0.47368421052631576;2.783024515587715;0.5253128074621823
1;1761;19448999X;1.13148153;40;15;0.375;1.945398168727401;0.6786376143576355
0;1761;228073294;;17;4;0.23529411764705882;3.017141739254645;0.6651123760628251
1;1762;146745612;1.96493852;23;19;0.8260869565217391;1.8135185650167889;0.7001742615715882
0;1762;324273401;;26;9;0.34615384615384615;2.941008858790024;0.323683495724054
1;1763;194491609;0.367123574;36;36;1.0;2.149793240043202;0.7302993283384545
0;1763;150704569;;30;12;0.4;2.569905129357745;0.6304241496882956
1;1773;194498158;1.91843462;31;35;1.1290322580645162;2.6578541060258036;0.6867006826490181
0;1773;150340842;;40;30;0.75;3.0893782202556737;0.43760039022330716
1;1774;194498654;1.23693407;45;54;1.2;1.4340990938841776;0.8560058825198151
0;1774;192315145;;48;16;0.3333333333333333;3.0626582697239924;0.5471708648425745
1;1780;194509060;1.17579067;15;19;1.2666666666666666;1.9409382785127818;0.7158976177863257
0;1780;138085021;;34;23;0.6764705882352942;2.6548168849273632;0.4860405265391387
1;1798;150795084;0.689462304;24;21;0.875;2.5226599756600274;0.6745796609234139
0;1798;175618534;;22;13;0.5909090909090909;3.0030210634810497;0.26844717810701835
1;1800;150309287;0.365937889;45;42;0.9333333333333333;2.165749662573542;0.6549133861251388
0;1800;058291199;;37;6;0.16216216216216217;3.0049210413583416;0.42217689861100444
1;1805;150795092;0.253690928;22;18;0.8181818181818182;2.8940804759758323;0.6215021796698011
0;1805;212598740;;25;26;1.04;2.9790263100211525;0.6527646080753345
1;1808;194198952;1.21697581;22;26;1.1818181818181819;2.583441280256144;0.6491813480466008
0;1808;138698201;;30;27;0.9;2.647123146385306;0.6189854344692578
1;1809;150309325;1.38121915;46;44;0.9565217391304348;2.261044854938891;0.6211788641314515
0;1809;224648195;;55;23;0.41818181818181815;2.9459017037222885;0.45143416703825984
1;1815;194221199;1.86561966;37;51;1.3783783783783783;2.493606463219992;0.7023971311925056
0;1815;224438735;;19;6;0.3157894736842105;3.109898515207289;0.294374957449144
1;1823;194269531;0.861723423;19;25;1.3157894736842106;2.361003464275686;0.6831734324849922
0;1823;267035047;;52;37;0.7115384615384616;2.8782982519136566;0.510047586983632
1;1832;150796811;1.58054054;12;15;1.25;2.473725208462365;0.6098999461063335
0;1832;151086958;;43;32;0.7441860465116279;3.0597898793872953;0.4612342290782584
1;1838;147002249;1.88298702;31;26;0.8387096774193549;2.8592578522357175;0.5799597217167605
0;1838;267689373;;23;14;0.6086956521739131;2.976146829049268;0.4989972464561218
1;1845;150086520;0.514496922;30;28;0.9333333333333333;2.5607220854320283;0.637513312714444
0;1845;223480991;;20;12;0.6;2.739867633865773;0.44232894847806087
1;1846;146998189;1.14668274;90;52;0.5777777777777777;2.615549793581821;0.5172007449797494
0;1846;380700182;;49;20;0.40816326530612246;3.0248320831910207;0.4315949807201022
1;1888;194305570;1.66376269;34;28;0.8235294117647058;1.9029346925558581;0.7547457708069075
0;1888;150140614;;76;44;0.5789473684210527;2.772812655193739;0.4826429170133558
1;1890;194308510;1.51796424;73;44;0.6027397260273972;2.3303453627430146;0.7274942284384982
0;1890;138220255;;28;11;0.39285714285714285;2.9250603558938795;0.45076124592749356
1;1891;144030403;1.28526413;36;23;0.6388888888888888;2.3403769110354107;0.6438551135514885
0;1891;151522812;;57;18;0.3157894736842105;2.8475914884373292;0.41165476201848306
1;1892;194334627;1.64046621;52;70;1.3461538461538463;1.1897529879277327;0.853813559891789
0;1892;139499733;;14;9;0.6428571428571429;2.0585343436132337;0.6417917150666187
1;1900;156529815;1.48407984;53;43;0.8113207547169812;1.7277980302383589;0.7794835604963503
0;1900;142782858;;30;10;0.3333333333333333;2.9852122374434553;0.45865947046233363
1;1906;172397138;1.66073239;109;46;0.42201834862385323;1.930139690053726;0.733698177157492
0;1906;248637002;;69;27;0.391304347826087;2.5197204921280276;0.5772009625797562
1;1910;147009472;1.21276569;68;33;0.4852941176470588;2.096877351195438;0.6691225756635284
0;1910;189766670;;42;10;0.23809523809523808;2.9570965256716426;0.5791555227468171
1;1913;194375609;1.0391897;29;27;0.9310344827586207;1.558105956973162;0.7828033652591607
0;1913;150502915;;22;5;0.22727272727272727;2.960171827071192;0.6471346961465787
1;1915;172398711;0.887744367;70;51;0.7285714285714285;3.01029359201914;0.512563826779951
0;1915;14649279X;;37;26;0.7027027027027027;2.9079749695099464;0.4716973224277141
1;1951;194475522;0.750732064;23;24;1.0434782608695652;1.527351895116514;0.8121374117674917
0;1951;147467705;;76;48;0.631578947368421;2.8653255866188734;0.5724130644948434
1;1952;194479609;1.21716988;16;21;1.3125;1.4678776091061354;0.8953607744542038
0;1952;23321299X;;9;6;0.6666666666666666;2.91959939217265;0.6780046100009921
1;1955;194487881;1.14584422;46;30;0.6521739130434783;1.2760095055499896;0.7742329217404262
0;1955;224792644;;53;21;0.39622641509433965;2.4449331850626956;0.49732720206831793
1;1958;194494071;1.99109995;26;35;1.3461538461538463;1.536944441104456;0.8699575083025437
0;1958;223581496;;35;28;0.8;2.8351930136334573;0.5444228077577469
1;1959;194495590;0.906539083;54;31;0.5740740740740741;1.3407869788303073;0.7478394427061562
0;1959;235986658;;21;14;0.6666666666666666;2.744173036642116;0.6278449723998507
1;1997;194509397;1.73666382;27;15;0.5555555555555556;1.319056609015552;0.7406518829326828
0;1997;150339119;;67;21;0.31343283582089554;2.5290302535221394;0.680441739387364
1;1999;194516679;0.845687389;21;27;1.2857142857142858;2.02918196096848;0.8072108622651335
0;1999;247112852;;30;21;0.7;2.872533008628195;0.5628174594205025
1;2000;194523446;1.19566953;22;24;1.0909090909090908;1.4796517881441635;0.7813000970741312
0;2000;235073059;;21;10;0.47619047619047616;3.198808601185383;0.39390628127135485
1;2001;144082586;1.77458024;67;41;0.6119402985074627;1.993345321471427;0.6967271923891298
0;2001;236860615;;21;4;0.19047619047619047;2.882977278865402;0.6900652323447038
1;2003;194527115;1.1492033;17;19;1.1176470588235294;1.465307732310821;0.8186864471984174
0;2003;230067956;;19;10;0.5263157894736842;3.0705330111624045;0.4409206286219514
1;2005;144348233;1.37641382;41;19;0.4634146341463415;2.2695749483304213;0.5262127701272371
0;2005;138110115;;21;12;0.5714285714285714;2.768056468426149;0.4425207842306203
1;2006;144291746;1.09238183;40;31;0.775;2.4724929314905326;0.5587385991646453
0;2006;226001083;;6;3;0.5;3.1745094355683428;0.6521128310647057
1;2007;194534154;0.785871446;14;12;0.8571428571428571;1.3015858938712332;0.9191681744620398
0;2007;141482559;;67;19;0.2835820895522388;2.965267390024571;0.47676699234352
1;2008;194535630;0.37426877;20;22;1.1;1.3327600367114343;0.8498503873820606
0;2008;234881496;;25;13;0.52;2.686439719360348;0.5577857318537112
1;2014;143026771;0.673094273;27;17;0.6296296296296297;1.3551415996774403;0.8272285415356289
0;2014;238068056;;34;4;0.11764705882352941;3.0511129410481317;0.2508655442318555
1;2025;17239810X;1.03626049;45;50;1.1111111111111112;2.6211468478802034;0.5926656700859161
0;2025;229424007;;26;21;0.8076923076923077;2.8364015836199923;0.5484607492362555
1;2044;194549240;1.09687901;19;17;0.8947368421052632;1.3890205151804678;0.7631736438175182
0;2044;226638626;;59;18;0.3050847457627119;3.137120679189141;0.41459563068773236
1;2047;194549798;1.05678141;42;31;0.7380952380952381;2.0873817354291577;0.7555409012864197
0;2047;233864482;;30;34;1.1333333333333333;2.9553263813484176;0.5934341277212937
1;2056;19455578X;1.64536715;75;35;0.4666666666666667;2.0856285387303055;0.726048040028981
0;2056;137675097;;27;3;0.1111111111111111;2.8263233980226716;0.2560501698386441
1;2071;194556980;1.67711353;33;32;0.9696969696969697;1.5428535933705565;0.8232272438304808
0;2071;13572094X;;93;26;0.27956989247311825;2.9418458183208616;0.5201568646075302
1;2073;194561542;1.58008528;26;41;1.5769230769230769;1.6073116252195452;0.8844583057378806
0;2073;150023480;;66;17;0.25757575757575757;2.612871200529137;0.42836416147589684
1;2102;190628065;1.46078587;59;54;0.9152542372881356;2.536168045975023;0.6461978298958787
0;2102;212892649;;27;12;0.4444444444444444;2.9861091504552477;0.517503900978008
1;2107;194574970;1.29345262;46;33;0.717391304347826;1.5747802843713852;0.7709756410939584
0;2107;233726918;;49;5;0.10204081632653061;3.1879596963692705;0.28390913212752833
1;2114;194625184;1.626441;16;22;1.375;2.280973420140507;0.7447109806387416
0;2114;241403685;;8;8;1.0;2.6966411641416466;0.5273438046634887
1;2120;194530159;0.636668384;37;52;1.4054054054054055;1.4653320700543113;0.8970644632541245
0;2120;26675516X;;38;13;0.34210526315789475;2.147106533717571;0.6835730634876753
1;2125;194530671;1.75312722;14;18;1.2857142857142858;1.5730132547164315;0.8806065130717513
0;2125;150605897;;18;6;0.3333333333333333;3.0181211420609206;0.4087363910100079
1;2126;194530833;0.522471309;13;18;1.3846153846153846;1.6955561836316695;0.8969871872865366
0;2126;244552223;;12;9;0.75;2.381758830538374;0.6577151209067003
1;2129;19453412X;1.7567364;16;15;0.9375;2.3893765128493962;0.6338760588193743
0;2129;139039740;;58;39;0.6724137931034483;3.000911416623425;0.6522362004420511
1;2158;194545857;1.22856891;22;15;0.6818181818181818;1.4160633927781063;0.6343169633556431
0;2158;233887075;;15;4;0.26666666666666666;3.1003611770719797;0.46020107258092297
1;2159;139666745;1.93149471;109;81;0.7431192660550459;2.6368701493200857;0.5506206180343042
0;2159;325174245;;49;42;0.8571428571428571;2.6417294182005753;0.5874984844261145
1;2165;194558231;0.667079151;99;87;0.8787878787878788;2.44799038724055;0.5717204000220683
0;2165;221309527;;41;18;0.43902439024390244;2.4199679889804964;0.5335535323501538
1;2169;194559912;1.07223535;16;20;1.25;1.7854912908250502;0.6165719736029023
0;2169;247960004;;23;7;0.30434782608695654;2.95077474460565;0.6520758190439111
1;2186;194563510;1.11230969;10;13;1.3;1.49512619751575;0.9170235035904212
0;2186;150045085;;29;8;0.27586206896551724;2.99179431233927;0.4537031883765868
1;2189;145860388;1.42055166;40;34;0.85;2.624909568091298;0.5318977412938612
0;2189;151228191;;28;31;1.1071428571428572;3.0960542210660633;0.6117683530144414
1;2197;146990323;1.26928914;92;103;1.1195652173913044;2.3280196395715698;0.6501816534633286
0;2197;230154603;;40;37;0.925;2.7543588944065043;0.5908216294353548
1;2198;131333666;1.08368897;53;54;1.0188679245283019;2.5629954967471837;0.6188246862255021
0;2198;150273606;;38;19;0.5;3.0440217843704445;0.48670994166842335
1;2228;146990536;0.94289881;25;26;1.04;1.8971981296529816;0.8042398629380783
0;2228;222475382;;59;13;0.22033898305084745;2.997574336808554;0.516894528444161
1;2285;194581799;1.14980257;33;33;1.0;2.7264223827583134;0.6687666514336811
0;2285;236107569;;40;38;0.95;2.9059076839886293;0.5701262784372519
1;2286;194585867;1.4791522;29;26;0.896551724137931;2.5822614375232127;0.5508479787972823
0;2286;194370232;;33;22;0.6666666666666666;2.854156781058813;0.4122071476575473
1;2291;184874378;1.98564565;63;50;0.7936507936507936;2.7106486612882095;0.5572682126506452
0;2291;23761801X;;43;44;1.0232558139534884;2.6897889697798467;0.5371208946705838
1;2293;146990951;1.72397435;71;52;0.7323943661971831;2.527788613857868;0.7310882646890099
0;2293;231984782;;60;46;0.7666666666666667;2.7022416112031347;0.6544789442504745
1;2295;194641422;0.484258205;62;49;0.7903225806451613;2.851881336398463;0.5849559578313003
0;2295;150148860;;25;8;0.32;2.9732332163396333;0.5328785771270251
1;2296;194641627;1.96250618;16;16;1.0;2.63536718187131;0.6391727907858564
0;2296;150721390;;59;25;0.423728813559322;3.0701157308555524;0.387342103351094
1;2297;194642313;1.71728349;18;18;1.0;2.4654053186347338;0.5681177282724434
0;2297;250758644;;66;53;0.803030303030303;2.6906527524707817;0.5334584122769485
1;2344;194650685;1.18334472;27;18;0.6666666666666666;2.448749734700643;0.4865656546526111
0;2344;142817546;;32;24;0.75;2.836228453411506;0.5618691449328754
1;2345;152965947;1.27166903;17;16;0.9411764705882353;1.3713865297134504;0.7316597207783726
0;2345;229558925;;19;8;0.42105263157894735;2.9953952552107914;0.3921303197412972
1;2368;19476012X;0.921377838;49;22;0.4489795918367347;1.9537398715428027;0.7736507318409055
0;2368;224918907;;41;12;0.2926829268292683;2.8156817268143026;0.4890296970272338
1;2425;131345192;1.24775469;30;27;0.9;1.749911497165328;0.6877586145913867
0;2425;252633741;;91;13;0.14285714285714285;2.6304633401540984;0.4599692369576511
1;2426;194769860;0.84565866;22;24;1.0909090909090908;2.5953262219006095;0.6826540893609561
0;2426;151692548;;49;16;0.32653061224489793;2.8568095054145997;0.39075602187873054
1;2427;194770184;1.53083253;49;64;1.3061224489795917;2.5685340935453467;0.6678966763240591
0;2427;309563100;;19;12;0.631578947368421;3.196700346917384;0.5959996730985758
1;2432;194776824;0.888067305;18;22;1.2222222222222223;1.4229525327261678;0.8541710886690477
0;2432;13927443X;;44;8;0.18181818181818182;3.0097367887741715;0.5158806572469418
1;2433;194777251;1.33125067;23;22;0.9565217391304348;2.899744977149936;0.4050917087388447
0;2433;225218585;;45;28;0.6222222222222222;3.011139633471917;0.5753844177508108
1;2436;194783480;1.34601986;34;42;1.2352941176470589;2.6086700813844734;0.6553982833732616
0;2436;142391530;;19;16;0.8421052631578947;2.9880195834959684;0.5577828168604926
1;2438;194782050;1.56257439;36;40;1.1111111111111112;2.5843457950931077;0.6056299914993345
0;2438;232202559;;23;24;1.0434782608695652;2.683140113173961;0.5744055078837028
1;2439;194782433;1.94318688;24;36;1.5;2.464032028267147;0.6820101100924403
0;2439;150399979;;37;40;1.0810810810810811;2.915189503729161;0.5281635091164327
1;2446;194784401;1.86637509;34;17;0.5;1.9071116161691766;0.635937513073443
0;2446;222662174;;15;8;0.5333333333333333;2.630467022982627;0.5856036118472192
1;2448;147002621;1.18915772;45;19;0.4222222222222222;2.264670785430459;0.5480289965832105
0;2448;139089322;;65;33;0.5076923076923077;2.874941741813364;0.590995841995617
1;2449;143098632;1.60152876;42;36;0.8571428571428571;2.5657082572083114;0.7064723158892624
0;2449;228106478;;21;5;0.23809523809523808;2.828959188315636;0.4751534585480815
1;2451;147002648;0.962175488;40;63;1.575;2.5224945888512873;0.7104265709250154
0;2451;136932991;;26;21;0.8076923076923077;2.7879716019922407;0.5411025999906799
1;2452;143031236;1.82883477;30;30;1.0;2.1010285301454363;0.6296259738716252
0;2452;30491231X;;18;5;0.2777777777777778;2.3037829894169706;0.6983732112451806
1;2462;147003075;1.76320136;19;19;1.0;2.2014369926559403;0.5608049035760161
0;2462;238496082;;18;13;0.7222222222222222;2.991359067025155;0.516811717579151
1;2484;195003462;1.57460332;25;26;1.04;2.7067979415038823;0.5071135311978767
0;2484;236859013;;28;28;1.0;2.7892491689658967;0.6071470930292299
1;2485;195003462;1.95886385;25;14;0.56;2.2364846610421103;0.6380775450044142
0;2485;141159960;;26;9;0.34615384615384615;2.463057024053471;0.48357010608519596
1;2489;194874524;1.05348551;56;45;0.8035714285714286;2.6338952948133225;0.5735077778763147
0;2489;250580357;;23;19;0.8260869565217391;2.8224813671001456;0.49564658544721446
1;2499;194877493;1.04321003;16;10;0.625;1.034950727092963;0.8206584847236439
0;2499;147605032;;21;3;0.14285714285714285;2.4486608655203264;0.06682597069447704
1;2538;148703968;1.29222298;80;65;0.8125;1.9923987594910164;0.7235596040260254
0;2538;226626431;;12;5;0.4166666666666667;2.4095208882585775;0.39026119444191953
1;2542;194892840;1.23486519;18;8;0.4444444444444444;1.3179059095735866;0.7561065379403982
0;2542;13673930X;;37;10;0.2702702702702703;3.0564341172759066;0.44707354066324806
1;2553;194957500;1.05916262;43;26;0.6046511627906976;1.799742945412607;0.7573038778902629
0;2553;138975388;;49;20;0.40816326530612246;2.399178121175421;0.5835515033695914
1;2554;194960366;1.30747378;37;48;1.2972972972972974;1.7083734392748082;0.7207639830225855
0;2554;225997177;;19;14;0.7368421052631579;2.954050091160543;0.5252175841077618
1;2556;194961249;1.4388448;15;20;1.3333333333333333;1.973177357063522;0.8639473344578256
0;2556;198107668;;15;2;0.13333333333333333;2.942948571681524;0.0505791235293912
1;2561;145160386;0.552230537;39;38;0.9743589743589743;2.437096512015458;0.5845061239842207
0;2561;223592218;;71;51;0.7183098591549296;2.576020383327084;0.6583518751371091
1;2592;147006570;1.39478397;38;21;0.5526315789473685;3.055130312273076;0.5262456987571897
0;2592;144716852;;31;16;0.5161290322580645;3.1431039471106272;0.3148910497004748
1;2594;19464104X;1.71797073;50;28;0.56;2.7424473214028824;0.5737031505553408
0;2594;194773280;;12;5;0.4166666666666667;2.577077200037953;0.7410354912826154
1;2644;194741176;1.36419952;32;45;1.40625;1.8868187180567355;0.8306672719787469
0;2644;233264264;;115;114;0.991304347826087;2.5716659405417706;0.6373447038298392
1;2650;146994426;1.17569673;8;11;1.375;2.1663818302962103;0.8117075059400177
0;2650;247697532;;33;2;0.06060606060606061;3.0259336923144433;0.6336143548787464
1;2655;194773280;1.82672668;12;18;1.5;1.363754268675535;0.8943342349850121
0;2655;184456142;;48;11;0.22916666666666666;2.404406199874298;0.5660472263002773
1;2662;151153884;1.35367346;34;27;0.7941176470588235;1.7395299103879216;0.7080803087184476
0;2662;225054051;;11;6;0.5454545454545454;2.2137531977698317;0.7072591094745744
1;2663;146998626;1.51682615;44;46;1.0454545454545454;2.724229555311702;0.5975724532427504
0;2663;150210728;;38;20;0.5263157894736842;2.804539593297042;0.5441751383459159
1;2664;151351015;1.29795814;46;37;0.8043478260869565;2.537336326401519;0.5722286885463139
0;2664;22659565X;;24;9;0.375;3.1448809264235416;0.43989064144735784
1;2667;146592816;1.2273711;61;38;0.6229508196721312;2.6388035691833664;0.5844951535742696
0;2667;141399686;;38;15;0.39473684210526316;2.823039478861706;0.49014520712730925
1;2671;194781216;0.820878327;25;28;1.12;2.4261739500866297;0.6284959064312174
0;2671;134729951;;12;7;0.5833333333333334;3.277864508244504;0.6376054905418777
1;2680;194874532;0.435415685;27;33;1.2222222222222223;2.2414669908162366;0.6771577803087847
0;2680;139055614;;67;26;0.3880597014925373;2.887358025619077;0.5043956772479496
1;2693;146998960;1.03821754;28;24;0.8571428571428571;2.21971484031262;0.757693741775512
0;2693;043230709;;31;11;0.3548387096774194;2.3216921516118365;0.5687130341437713
1;2711;194879909;1.37459695;76;96;1.263157894736842;2.306071114620623;0.62788715898542
0;2711;226169650;;63;44;0.6984126984126984;3.1080531566152727;0.5654072582831686
1;2718;146998855;1.86965704;17;17;1.0;1.9581476390430244;0.7076034120388784
0;2718;23364556X;;47;14;0.2978723404255319;2.6054156933912584;0.4169612560532317
1;2719;194885445;1.1483742;16;19;1.1875;2.328834039565917;0.6849504494683792
0;2719;058524681;;24;13;0.5416666666666666;3.271240725463085;0.511847418797917
1;2720;194885992;1.80102718;19;21;1.105263157894737;2.688209591639226;0.687734303410091
0;2720;238073173;;16;8;0.5;3.2366129042394354;0.3987955323294911
1;2725;194890511;1.66204739;24;27;1.125;1.429745759226767;0.7966088123985632
0;2725;146541057;;69;34;0.4927536231884058;2.4397521645038274;0.6091448677616936
1;2726;142860816;1.53225648;12;7;0.5833333333333334;2.0083485869016893;0.8789581974131149
0;2726;321471776;;16;2;0.125;2.830132414952508;NaN
1;2733;148709834;0.812345326;14;22;1.5714285714285714;2.049739265364695;0.4969167464837467
0;2733;147479940;;25;12;0.48;2.3130117885777475;0.5300416626872485
1;2745;150882742;1.56251848;30;27;0.9;1.8905909807852044;0.6232444951245335
0;2745;037365967;;66;17;0.25757575757575757;2.8634474642890426;0.5494565061779415
1;2762;194948692;1.7164793;8;10;1.25;1.9978935605422603;0.5385860097021639
0;2762;231230931;;37;13;0.35135135135135137;3.1711019274749432;0.45768566012742656
1;2764;142860867;0.627639413;12;7;0.5833333333333334;2.3978039283523196;0.7791662297284462
0;2764;137642326;;31;13;0.41935483870967744;3.0614214027053968;0.5291492865011365
1;2769;194952460;0.350596845;64;27;0.421875;2.63873325054166;0.5692300211911376
0;2769;145578275;;38;13;0.34210526315789475;2.83642523218267;0.6921574119972079
1;2785;194962288;1.49067283;33;46;1.393939393939394;1.6599875221387628;0.8680841110980972
0;2785;147486181;;12;8;0.6666666666666666;2.670424679397756;0.5931658059272908
1;2803;143470515;1.08471918;81;63;0.7777777777777778;2.0286771940017774;0.6468686780121861
0;2803;303152370;;12;5;0.4166666666666667;2.512685425385448;0.7889431590540958
1;2813;140992200;1.13285041;102;68;0.6666666666666666;2.818383433091826;0.5339003381312295
0;2813;141555211;;54;29;0.5370370370370371;3.0530808568516457;0.45129129162178366
1;2815;147000246;1.8795073;29;26;0.896551724137931;2.415901632219106;0.5923037974240446
0;2815;250894440;;26;20;0.7692307692307693;2.7531168106417825;0.6236382415139077
1;2824;147000424;1.12002218;22;13;0.5909090909090909;2.109316771879614;0.651138241930278
0;2824;155844946;;77;38;0.4935064935064935;2.805765789348553;0.6089443472468685
1;2834;194994716;0.934577525;81;53;0.654320987654321;2.123783357354362;0.6745155238467856
0;2834;151883599;;59;21;0.3559322033898305;2.8195209532984373;0.4306696895864008
1;2846;15079939X;1.55217397;11;11;1.0;1.9981634816157217;0.7089246674856482
0;2846;253572762;;16;5;0.3125;2.6006662640828497;0.43978507445220405
1;2848;19499659X;1.96595788;10;13;1.3;2.001332313736619;0.8740687213167219
0;2848;151078971;;23;12;0.5217391304347826;3.071185692133383;0.36664893027952744
1;2853;139842888;1.903211;39;23;0.5897435897435898;2.4284334676542114;0.6377556002020375
0;2853;244901627;;58;37;0.6379310344827587;2.859447118816236;0.5733770681308905
1;2854;14242644X;1.75724816;35;26;0.7428571428571429;2.672799322221806;0.5018848448950477
0;2854;147804663;;58;34;0.5862068965517241;3.0690987925466504;0.5303464483155493
1;2855;151141339;1.04831731;67;50;0.746268656716418;2.3991384993876235;0.5659767891768579
0;2855;231395345;;57;26;0.45614035087719296;2.957094376486498;0.6158594710526705
1;2860;147000769;1.94047451;33;30;0.9090909090909091;1.979894651996217;0.7903691747723716
0;2860;231027788;;40;28;0.7;2.642575732265215;0.7076372043065406
1;2911;143526383;1.18142927;18;15;0.8333333333333334;1.7326701433510465;0.7361677406273829
0;2911;155917692;;31;5;0.16129032258064516;3.3364042554808697;0.29440459592911294
1;2928;150211929;1.53997684;27;16;0.5925925925925926;2.1961587352489156;0.6653032714080457
0;2928;198112874;;20;9;0.45;2.6490316983573234;0.43118330643930003
1;2929;138220255;0.547686696;28;21;0.75;2.4501023522987375;0.5688145504924831
0;2929;220699860;;19;15;0.7894736842105263;2.5980388357305637;0.6620474769946333
1;2960;194809587;1.87596881;12;13;1.0833333333333333;2.0337511038057565;0.6347866377856279
0;2960;225556030;;45;27;0.6;2.8866819262282712;0.4780130707267888
1;2961;194814548;1.64599478;171;114;0.6666666666666666;2.4775232541266097;0.6091483426028567
0;2961;225975602;;15;13;0.8666666666666667;2.397187628557247;0.45571804599424165
1;2962;194851389;1.40124297;67;64;0.9552238805970149;1.9185192046387998;0.7799549435410992
0;2962;229597130;;90;52;0.5777777777777777;2.7941222881855627;0.4695946356582006
1;2963;13135017X;1.08970964;30;31;1.0333333333333334;1.4359526639535796;0.8247956364026573
0;2963;254884806;;58;21;0.3620689655172414;2.9952717980887993;0.44896498335651047
1;2964;194881253;0.776959538;26;35;1.3461538461538463;1.6446216978670403;0.8896421099577559
0;2964;138856362;;28;8;0.2857142857142857;3.2673469264328676;0.6394942804215529
1;2965;194882179;1.28730392;30;26;0.8666666666666667;2.1761036706012145;0.6438675147584011
0;2965;150205295;;40;15;0.375;2.542178202096301;0.5161820599651104
1;2972;19488788X;1.27942252;16;10;0.625;2.269984031354338;0.6723642712799316
0;2972;142539430;;18;5;0.2777777777777778;3.2642966379286924;0.4396122014811155
1;3014;194951391;1.49805558;34;36;1.0588235294117647;2.6949618981590016;0.6263342370377706
0;3014;137195982;;16;13;0.8125;2.8784257540300633;0.4554052380085365
1;3027;194956008;1.64508677;42;48;1.1428571428571428;2.239277467336825;0.7523961440354817
0;3027;147537347;;75;36;0.48;2.6764987269160017;0.5010678442430024
1;3030;182869261;1.66847229;38;24;0.631578947368421;2.8461476114191537;0.4719710364128415
0;3030;226314146;;33;23;0.696969696969697;2.630223632080482;0.5117847644268969
1;3157;131349899;1.68396008;34;27;0.7941176470588235;2.7652811298105098;0.667209428645801
0;3157;220528160;;23;13;0.5652173913043478;2.5651365328197597;0.44202782889008974
1;3158;142991759;0.665943861;55;35;0.6363636363636364;1.8135637695319293;0.7656367099705566
0;3158;154436976;;35;7;0.2;2.4660250255768323;0.49145494712451665
1;3169;194986802;0.856115818;50;54;1.08;2.540279266413886;0.6903733939279553
0;3169;300210787;;34;16;0.47058823529411764;3.0706954136185898;0.37230506590159135
1;3170;194988139;1.48831546;99;116;1.1717171717171717;2.602378829207768;0.6672076764695624
0;3170;163887543;;20;14;0.7;2.7893299761864747;0.6118000541220879
1;3171;151677158;0.949777126;108;74;0.6851851851851852;2.117928895262479;0.7422717806580209
0;3171;367056976;;46;29;0.6304347826086957;2.3782343188546693;0.5409469937676921
1;3172;195357159;0.348456681;12;14;1.1666666666666667;1.7275832976119017;0.8816486351638481
